NORAD_number,satellite_name,country_of_owner,owner_operator,user,purpose,class_of_orbit,launch_date,contractor,country_of_contractor,launch_location,launch_vehicle
42769,CE-SAT-1 (Canon Electric Satellite 1),Japan,Canon Electronics ,Commercial,Technology Development,LEO,2017-06-22,Canon Electronics Space Technology Laboratory,Japan,Satish Dhawan Space Centre,PSLV
30777,CFESat (Cibola Flight Experiment Satellite),USA,Los Alamos National Laboratory,Government,Technology Development,LEO,2007-03-09,Surrey Satellite Technology Ltd.,UK,Cape Canaveral,Atlas 5
43662,CFOSat (China-France Oceanography Satellite),China/France,China National Space Administration (CNSA)/National Centre for Space Studies (CNES),Government,Earth Observation,LEO,2018-10-28,China Academy of Space Technology (CAST)/National Centre for Space Studies (CNES),China/France,Jiuquan Satellite Launch Center,Long March 2C
25867,Chandra X-Ray Observatory (CXO),USA,National Aeronautics and Space Administration (NASA) Goddard Space Flight Center,Government,Space Science,Elliptical,1999-07-23,TRW Space and Electronics,USA,Cape Canaveral,Space Shuttle (STS 93)
41899,Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite),China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation ,LEO,2016-12-21,Shanghai Engineering Center for Microsatellites,China,Jiuquan Satellite Launch Center,Long March 2D
44874,CHEOPS (CHaracterising ExOPlanet Satellite),ESA,European Space Agency,Government,Space Science,LEO,2019-12-18,European Space Agency,ESA/EADS CASA Espacio,Guiana Space Center,Soyuz
43855,CHOMPTT (CubeSat Handling Of Multisystem Precision Time Transfer),USA,University of Florida,Government/Civil,Technology Development,LEO,2018-12-16,University of Florida,USA,Rocket Lab Launch Complex 1,Electron
28058,"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CX-1-1)",China,Chinese Academy of Sciences,Government,Communications,LEO,2003-10-21,Chinese Academy of Sciences,China,Taiyuan Launch Center,Long March 3B
33434,Chuangxin 1-2 (Innovation 1-2),China,Chinese Academy of Sciences,Government,Earth Observation,LEO,2008-11-05,Chinese Academy of Sciences,China,Jiuquan Satellite Launch Center,Long March 2D
37930,Chuangxin 1-3 (Innovation 1-3),China,Chinese Academy of Sciences,Government,Earth Observation,LEO,2011-11-20,Chinese Academy of Sciences,China,Jiuquan Satellite Launch Center,Long March 2D
40137,Chuangxin 1-4 (Innovation 1-4),China,Chinese Academy of Sciences,Government,Earth Observation,LEO,2014-09-04,Chinese Academy of Sciences,China ,Jiuquan Satellite Launch Center,Long March 2D
39209,Chuangxin-3,China,Chinese Academy of Sciences,Government,Technology Development,LEO,2013-07-19,Chinese Academy of Sciences,China,Taiyuan Launch Center,Long March 2C
40300,ChubuSat 1 (Kinshachi-1),Japan,Nagoya University and Daido University,Commercial/Civil,Technology Development,LEO,2014-11-06,Nagoya University and Daido University,Japan,Dombarovsky Air Base,Dnepr
41338,ChubuSat 2 (Kinshachi-2),Japan,Nagoya University and Daido University,Commercial/Civil,Technology Development,LEO,2016-02-17,Nagoya University and Daido University,Japan,Tanegashima Space Center,H2A
41339,ChubuSat 3 (Kinshachi-3),Japan,Nagoya University and Daido University,Commercial/Civil,Technology Development,LEO,2016-02-17,Nagoya University and Daido University,Japan,Tanegashima Space Center,H2A
42843,Cicero-1,USA,GeoOptics Inc.,Commercial,Earth Observation,LEO,2017-07-14,Tyvak Nanosatellite Systems,USA,Baikonur Cosmodrome,Soyuz 2.1a
43690,Cicero-10 (Community Initiative for Cellular Earth Remote Observation-10),USA,GeoOptics Inc.,Commercial,Earth Observation,LEO,2018-11-10,Tyvak Nanosatellite Systems,USA,Rocket Lab Launch Complex 1,Electron
42848,Cicero-2,USA,GeoOptics Inc.,Commercial,Earth Observation,LEO,2017-07-14,Tyvak Nanosatellite Systems,USA,Baikonur Cosmodrome,Soyuz 2.1a
42849,Cicero-3,USA,GeoOptics Inc.,Commercial,Earth Observation,LEO,2017-07-14,Tyvak Nanosatellite Systems,USA,Baikonur Cosmodrome,Soyuz 2.1a
42793,Cicero-6  (Community Initiative for Cellular Earth Remote Observation-6),USA,GeoOptics Inc.,Commercial,Earth Observation,LEO,2017-06-23,Tyvak Nanosatellite Systems,USA,Satish Dhawan Space Centre,PSLV
43143,Cicero-7 (Community Initiative for Cellular Earth Remote Observation-7),USA,GeoOptics Inc.,Commercial,Earth Observation,LEO,2018-01-11,Tyvak Nanosatellite Systems,USA,Satish Dhawan Space Centre,PSLV
43737,Cicero-8 (Community Initiative for Cellular Earth Remote Observation-8),USA,GeoOptics Inc.,Commercial,Earth Observation,LEO,2018-11-29,Tyvak Nanosatellite Systems,USA,Satish Dhawan Space Centre,PSLV
33453,Ciel-2,Canada,Ciel Satellite Group,Commercial,Communications,GEO,2008-12-10,Thales Alenia Space,France,Baikonur Cosmodrome,Proton M
38764,"CINEMA-1 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",USA,University of California-Berkeley/Imperial College-London,Civil,Space Science,LEO,2012-09-13,"Space Sciences Laboratory (SSL) of the University of California Berkeley;  Kyung Hee University (KHU), Imperial College London",USA,Vandenberg AFB,Atlas 5
45121,CIRiS (Compact Radiometer in Space),USA,Utah State University,Commercial/Civil,Technology Development,LEO,2020-01-31,Utah State University/Ball Aerospace/NASA,USA,Cygnus,SEOPS Slingshot Deployer
40208,CLIO (USA 257),USA,Unknown US agency,Military,Communications,GEO,2014-09-16,Lockheed Martin,USA,Cape Canaveral,Atlas 5
29107,Cloudsat,USA,National Aeronautics and Space Administration (NASA)/Colorado State University,Government/Civil,Earth Observation,LEO,2006-04-28,NASA Jet Propulsion Laboratory,USA,Vandenberg AFB,Delta 2
42777,Compass-2 (QB50-DE04),Germany,FH Aachen,Government/Civil,Technology Development,LEO,2017-06-23,FH Aachen,Germany,Satish Dhawan Space Centre,PSLV
36744,"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",South Korea,Korea Aerospace Research Institute (KARI),Government,Earth Observation/Communications,GEO,2010-06-26,EADS Astrium/Electronics and Telecommunications Research Institute (ETRI),South Korea,Guiana Space Center,Ariane 5 ECA
35943,COMSATBw-1 (COmmunications SATellite für BundesWehr),Germany,Armed Forces,Military,Communications,GEO,2009-10-01,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5
36582,COMSATBw-2 (COmmunications SATellite für BundesWehr),Germany,Armed Forces,Military,Communications,GEO,2010-05-21,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5
40353,Condor E2 ,South Africa,Armed Forces,Military,Earth Observation,LEO,2014-12-19,NPO Mashinostroyeniya,Russia,Baikonur Cosmodrome,Strela
27640,Coriolis (Windsat),USA,US Air Force/ US Navy/NASA,Military,Earth Observation,LEO,2003-01-06,"Spectrum Astro, Inc.",USA,Vandenberg AFB,Titan 2
44349,"COSMIC 2-1 (COSMIC FM-1, Formosat 7A)",Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,2019-06-25,Surrey Satellite Technology Ltd,UK,Cape Canaveral,Falcon Heavy
44351,"COSMIC 2-2 (COSMIC FM-2, Formosat 7B)",Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,2019-06-25,Surrey Satellite Technology Ltd,UK,Cape Canaveral,Falcon Heavy
44343,"COSMIC 2-3 (COSMIC FM-3, Formosat 7C)",Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,2019-06-25,Surrey Satellite Technology Ltd,UK,Cape Canaveral,Falcon Heavy
44350,"COSMIC 2-4 (COSMIC FM-4, Formosat 7D)",Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,2019-06-25,Surrey Satellite Technology Ltd,UK,Cape Canaveral,Falcon Heavy
44358,"COSMIC 2-5 (COSMIC FM-5, Formosat 7E)",Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,2019-06-25,Surrey Satellite Technology Ltd,UK,Cape Canaveral,Falcon Heavy
44353,"COSMIC 2-6 (COSMIC FM-6, Formosat 7F)",Taiwan/USA,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,LEO,2019-06-25,Surrey Satellite Technology Ltd,UK,Cape Canaveral,Falcon Heavy
29047,"COSMIC-A (Formosat-3A, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,2006-04-15,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur-1
29048,"COSMIC-B (Formosat-3B, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,2006-04-15,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur-1
29050,"COSMIC-D (Formosat-3D, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,2006-04-15,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur-1
29051,"COSMIC-E (Formosat-3E, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,2006-04-15,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur-1
29052,"COSMIC-F (Formosat-3F, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,LEO,2006-04-15,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur-1
40555,Cosmos 2504,Russia,Ministry of Defense,Military,Technology Development,LEO,2015-03-31,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot
42798,Cosmos 2519 (Napryazhenie No. 1?),Russia,Ministry of Defense,Military,Space Observation,LEO,2017-06-23,NPO Lavochkin,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
44421,Cosmos 2535,Russia,Ministry of Defense,Military,Technology Development,LEO,2019-07-10,Unknown,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
44424,Cosmos 2536,Russia,Ministry of Defense,Military,Technology Development,LEO,2019-07-10,Unknown,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
44797,Cosmos 2542,Russia,Ministry of Defense,Military,Earth/Space Observation,LEO,2019-11-25,Unknown,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
44835,Cosmos 2543,Russia,Ministry of Defense,Military,Earth/Space Observation,LEO,2019-11-25,Unknown,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
44422,Cosmos 3537,Russia,Ministry of Defense,Military,Technology Development,LEO,2019-07-10,Unknown,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
44423,Cosmos 3538,Russia,Ministry of Defense,Military,Technology Development,LEO,2019-07-10,Unknown,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
31598,COSMO-Skymed 1 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Civil,Earth Observation,LEO,2007-06-08,Thales Alenia Space,France/Italy,Vandenberg AFB,Delta 7000
32376,COSMO-Skymed 2 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,LEO,2007-12-09,Thales Alenia Space,Italy,Vandenberg AFB,Delta 2
33412,COSMO-Skymed 3 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,LEO,2008-10-25,Thales Alenia Space,Italy,Vandenberg AFB,Delta 7420
37216,COSMO-Skymed 4 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,LEO,2010-11-06,Thales Alenia Space,Italy,Vandenberg AFB,Delta 2
40380,CP-10 (Exocube),USA,California Polytechnic State University/NASA JPL,Government/Civil,Earth Observation,LEO,2015-01-31,California Polytechnic University/NASA JPL,USA,Vandenberg AFB,Delta 2
36508,Cryosat-2 ,ESA,European Space Agency (ESA),Government,Earth Observation,LEO,2010-04-08,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr
44873,CSG-1 (COSMO-SkyMed Second Generation),Italy,Italian Space Agency/Ministry of Defense,Military/Government,Earth Observation,LEO,2019-12-18,Thales Alenia Space,Italy,Guiana Space Center,Soyuz
43793,CSIM-FD (Compact Spectral Irradiance Monitor - Flight Demonstration),USA,University of Colorado,Civil,Space Science,LEO,2018-12-03,Blue Canyon Technologies,USA,Vandenberg AFB,Falcon 9
43866,CSO-1 (Optical Space Component-1),France,Directorate General of Armaments (DGA),Military,Earth Observation,LEO,2018-12-19,Centre National D'études Spatiales (CNES),France,Guiana Space Center,Soyuz
39440,"Cubebug 2 (Manolito, LO-74)",Argentina,"Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche",Civil,Technology Development,LEO,2013-11-21,"Argentinian Ministry of Science, Technology and Productive Innovation",Argentina,Dombarovsky Air Base,Dnepr
43546,CubeRRT,USA,Ohio State University/NASA,Government/Civil,Technology Development,LEO,2018-07-13,Ohio State University/NASA,USA,International Space Station,Nanorack Deployer
43858,CubeSail USAT,USA,University of Illinois Urbana-Champaign,Civil,Technology Development,LEO,2018-12-16,University of Illinois Urbana-Champaign,USA,Rocket Lab Launch Complex 1,Electron
27848,"Cubesat XI-IV (Oscar 57, CO-57)",Japan,"Department of Astronautics, University of Tokyo",Civil,Technology Development,LEO,2003-06-30,"Department of Astronautics, University of Tokyo",Japan,Plesetsk Cosmodrome,Dnepr
41887,CYGNSS FM01 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,LEO,2016-12-15,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus
41886,CYGNSS FM02 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,LEO,2016-12-15,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus
41891,CYGNSS FM03 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,LEO,2016-12-15,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus
41885,CYGNSS FM04 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,LEO,2016-12-15,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus
41884,CYGNSS FM05 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,LEO,2016-12-15,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus
41889,CYGNSS FM06 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,LEO,2016-12-15,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus
41890,CYGNSS FM07 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,LEO,2016-12-15,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus
41888,CYGNSS FM08 (Cyclone Global Navigation Satellite System),USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation,LEO,2016-12-15,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus
39766,"Daichi-2 (Advanced Land Observing Satellite-2, ALOS 2 2)",Japan,Japan Aerospace Exploration Agency (JAXA),Government,Earth Observation,LEO,2014-05-24,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A
41173,DAMPE (Dark Matter Particle Explorer),China,Chinese Academy of Sciences,Government,Space Science,LEO,2015-12-17,China Academy of Science,China,Jiuquan Satellite Launch Center,Long March 2D
43615,"DAVE (Damping and Vibrations Experiment, CP7)",USA,California Polytechnic State University,Civil,Technology Development,LEO,2018-09-15,California Polytechnic University,USA,Vandenberg AFB,Delta 2
43857,DaVinci,USA,North Idaho STEM Charter Academy,Civil,Educational,LEO,2018-12-16,North Idaho STEM Charter Academy,USA,Rocket Lab Launch Complex 1,Electron
40912,"DCBB (Kaituo-1B, CAS-3G)",China,China Amateur Satellite - CAMSAT,Civil,Technology Development,LEO,2015-09-19,Shenzhen Aerospace Dongfanghong HIT Satellite Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
35681,Deimos 1,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,LEO,2009-07-29,Surrey Satellite Technology Ltd.,UK,Baikonur Cosmodrome,Dnepr
40013,Deimos 2 ,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation,LEO,2014-06-19,Satrec Initiative,South Korea,Dombarovsky Air Base,Dnepr
32789,Delfi-C3 (DO-64),Netherlands,"Technical University, Delft",Civil,Technology Development,LEO,2008-04-28,Technical University of Delft,Netherlands,Satish Dhawan Space Centre,PSLV C9
44030,Delfini-1,Denmark,Aarhus University,Civil,Technology Development/Education,LEO,2019-01-31,"Departments of Physics and Astronomy, Engineering, and Geoscience.",Denmark,International Space Station,Nanorack Deployer
43021,Dellingr,USA,NASA Goddard Space Flight Center,Government,Technology Development,LEO,2017-11-20,NASA Goddard Space Flight Center,USA,International Space Station,Nanorack Deployer
42924,DHFR (DARPA High Frequency Receiver),USA,DARPA (Defense Advanced Research Projects Agency),Military,Technology Development,LEO,2017-08-26,DARPA/University of Utah,USA,Cape Canaveral,Minotaur 4
42786,Diamond Blue (3 Diamonds 1),United Kingdom,"Sky and Space Global, UK",Commercial,Technology Development,LEO,2017-06-23,GomSpace ApS,Denmark,Satish Dhawan Space Centre,PSLV
42785,Diamond Green (3 Diamonds 2),United Kingdom,"Sky and Space Global, UK",Commercial,Technology Development,LEO,2017-06-23,GomSpace ApS,Denmark,Satish Dhawan Space Centre,PSLV
42783,Diamond Red (3 Diamonds 3),United Kingdom,"Sky and Space Global, UK",Commercial,Technology Development,LEO,2017-06-23,GomSpace ApS,Denmark,Satish Dhawan Space Centre,PSLV
42000,Dido-2,Switzerland,SpacePharma,Commercial,Technology Development,LEO,2017-02-15,Innovative Solutions in Space BV,Netherlands,Satish Dhawan Space Centre,PSLV XL
31862,DirecTV-10,USA,"DirecTV, Inc.",Commercial,Communications,GEO,2007-07-07,Boeing Space & Intelligence Systems,USA,Baikonur Cosmodrome,Proton M
32729,DirecTV-11,USA,"DirecTV, Inc.",Commercial,Communications,GEO,2008-03-19,Boeing Satellite Development Center,USA,Sea Launch Odyssey,Zenit 3SL
36131,DirecTV-12,USA,"DirecTV, Inc.",Commercial,Communications,GEO,2009-12-29,Boeing Space Systems,USA,Baikonur Cosmodrome,Breeze M
40333,DirecTV-14,USA,"DirecTV, Inc.",Commercial,Communications,GEO,2014-12-06,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
40663,DirecTV-15,USA,"DirecTV, Inc.",Commercial,Communications,GEO,2015-05-27,Airbus Defense and Space,Germany/France,Guiana Space Center,Ariane 5 ECA
27426,DirecTV-5 (Tempo 1),USA,"DirecTV, Inc.",Commercial,Communications,GEO,2002-05-07,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K
28238,DirecTV-7S ,USA,"DirecTV, Inc.",Commercial,Communications,GEO,2004-05-04,Space Systems/Loral,USA,Sea Launch Odyssey,Zenit 3SL
28659,DirecTV-8,USA,"DirecTV, Inc.",Commercial,Communications,GEO,2005-05-22,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M/Breeze M
29494,DirecTV-9S,USA,"DirecTV, Inc.",Commercial,Communications,GEO,2006-10-13,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
41463,Diwata-1 (PHL-Microsat-1),Philippines,University of the Philippines,Government/Civil,Earth Observation,LEO,2016-04-27,Philippine Scientific Earth Observation Microsatellite (PHL-Microsat) Program,Philippines,International Space Station,J-SSOD Deployer
43678,Diwata-2B,Japan,"Philippines’ Department of Science and Technology, University of the Philippines Diliman, and Japan’s Hokkaido University and Tohoku University",Civil,Earth Observation,LEO,2018-10-29,PHL Microsat,Philippines,Tanegashima Space Center,H2A
25757,DLR Tubsat ,Germany,Deutsches Zentrum für Luft- und Raumfahrt,Government,Earth Science,LEO,1999-05-26,"Institute of Aeronautics and Astronautics, Technical University of Berlin",Germany,Satish Dhawan Space Centre,PSLV C2
40715,DMC 3-1 (Disaster Monitoring Constellation),United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,LEO,2015-07-10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV
40716,DMC 3-2 (Disaster Monitoring Constellation),United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,LEO,2015-07-10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV
40717,DMC 3-3 (Disaster Monitoring Constellation),United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,LEO,2015-07-10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV
24753,"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",USA,DoD/NOAA,Military,Earth Observation,LEO,1997-04-04,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2
25991,"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",USA,DoD/NOAA,Military,Earth Observation,LEO,1999-12-12,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2
28054,"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",USA,DoD/NOAA,Military,Earth Observation,LEO,2003-10-18,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2
29522,"DMSP 5D-3 F17 (Defense Meteorological Satellites Program, USA 173)",USA,DoD/NOAA,Military,Earth Observation,LEO,2006-11-04,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Delta 4
35951,"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)",USA,DoD/NOAA,Military,Earth Observation,LEO,2009-10-18,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Atlas 5
44810,Dove  4p-12 (0 Flock 4p-12 2271),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2019-11-27,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV
40027,Dove 1c-1  (0 Flock 1C-1 0903),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40023,Dove 1c-10  (0 Flock 1C-10 090C),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40033,Dove 1c-11 (0 Flock 1C-11 090D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40029,Dove 1c-2  (0 Flock 1C-2 0904),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40041,Dove 1c-3  (0 Flock 1C-3 0905),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40031,Dove 1c-4  (0 Flock 1C-4 0906),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40038,Dove 1c-5  (0 Flock 1C-5 0907),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40036,Dove 1c-6  (0 Flock 1C-6 0908),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40026,Dove 1c-7  (0 Flock 1C-7 0909),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40040,Dove 1c-8  (0 Flock 1C-8 090A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
40035,Dove 1c-9  (0 Flock 1C-9 090B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2014-06-19,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr
39132,Dove 2 (0505),USA,"Planet Labs, Inc.",Commercial,Earth Observation ,LEO,2013-04-19,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz
42852,Dove 2k-1 (0 Flock 2K-1 0F1A),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42895,Dove 2k-10 (0 Flock 2K-10 0F32),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42894,Dove 2k-11 (0 Flock 2K-11 0F33),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42893,Dove 2k-12 (0 Flock 2K-12 0F36),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42891,Dove 2k-13 (0 Flock 2K-13 0F37),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42892,Dove 2k-14 (0 Flock 2K-14 0F3B),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42890,Dove 2k-15 (0 Flock 2K-15 0F3C),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42889,Dove 2k-16 (0 Flock 2K-16 0F3D),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42888,Dove 2k-17 (0 Flock 2K-17 0F40),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42887,Dove 2k-18 (0 Flock 2K-18 0F44),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42886,Dove 2k-19 (0 Flock 2K-19 0F46),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42853,Dove 2k-2 (0 Flock 2K-2 0F1E),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
42885,Dove 2k-20 (0 Flock 2K-20 0F47),USA,"Planet Labs, Inc.",Commercial,Earth Observation,LEO,2017-07-14,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a
