NORAD_number,satellite_name,country_of_owner,owner_operator,user,purpose,class_of_orbit,launch_date,contractor,country_of_contractor,launch_location,launch_vehicle
38250,Beidou 2-12 (Compass M3),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2012-04-28,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
38251,Beidou 2-13 (Compass M4),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2012-04-28,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
38775,Beidou 2-15 (Compass M6),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2012-09-18,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
38953,Beidou 2-16 (Compass G-6),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2012-10-25,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
41434,Beidou 2-17 (IGSO-6),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2016-03-30,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
41586,Beidou 2-18 (Compass G-7),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2016-06-12,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
40549,Beidou 3I-1S,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2015-03-30,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
40938,Beidou 3I-2S,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2015-09-29,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43001,Beidou 3M1 ,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2017-11-05,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
44542,Beidou 3M1 (Beidou 23),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2019-09-22,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
44543,Beidou 3M1 (Beidou 24),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2019-09-22,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43002,Beidou 3M1 (Beidou 25),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2017-11-05,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
40748,Beidou 3M-1S,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2015-07-25,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
40749,Beidou 3M-2S,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2015-07-25,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
41315,Beidou 3M-3S,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2016-02-01,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
43107,Beidou DW 26,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-01-11,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43108,Beidou DW 27,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-01-11,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43207,Beidou DW 28,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-02-12,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43208,Beidou DW 29,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-02-12,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43245,Beidou DW 30,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-03-29,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43539,Beidou DW 32,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2018-07-09,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
43581,Beidou DW 33,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-07-29,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43602,Beidou DW 35,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-08-24,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43603,Beidou DW 36,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-08-24,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43622,Beidou DW 37,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-09-19,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43633,Beidou DW 38,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-09-19,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43647,Beidou DW 39,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-10-15,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43648,Beidou DW 40,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-10-15,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43683,Beidou DW 41,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2018-11-01,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43706,Beidou DW 42,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-11-18,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
43707,Beidou DW 43,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2018-11-18,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
44204,Beidou DW 44,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2019-04-20,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
44231,Beidou DW 45,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2019-05-17,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
44337,Beidou DW 46,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2019-06-24,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
44793,Beidou DW 50,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2019-11-23,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
44794,Beidou DW 51,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2019-11-23,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
44864,Beidou DW 52,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2019-12-16,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
44865,Beidou DW 53,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,MEO,2019-12-16,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
36287,Beidou G1 (Compass G-1),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2010-01-16,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
45344,Beidou G3 (Compass G-3),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2020-03-09,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
37210,Beidou G4 (Compass G-4),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2010-10-31,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
38091,Beidou G5 (Compass G-11),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2012-02-24,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
36828,Beidou IGSO-1 (Compass G-5),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2010-07-31,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
37256,Beidou IGSO-2 (Compass G-7),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2010-12-17,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
37384,Beidou IGSO-3 (Compass G-8),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2011-04-09,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
37763,Beidou IGSO-4 (Compass G-9),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2011-07-26,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
37948,Beidou IGSO-5 (Compass G-10),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,GEO,2011-12-01,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
28890,"BeijingGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)",China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Commercial,Earth Observation,LEO,2005-10-27,Tsinghua University/University of Surrey,China/UK,Plesetsk Cosmodrome,Kosmos 3M
41238,Belintersat-1,Belarus,Belintersat,Government,Communications,GEO,2016-01-15,China Academy of Space Technology/Thales Alenia Space,China/France,Xichang Satellite Launch Center,Long March 3B
43591,Bhutan-1 (Birds-2),Bhutan,Information and Communications Ministry,Government,Earth Observation,LEO,2018-08-10,JAXA/Kyushu Institute of Technology,Japan,International Space Station,J-SSOD Deployer
26959,Bird 2 (Bispectral InfraRed Detector 2),Germany,Institute of Space Sensor Technology and Planetary Exploration,Government/Civil,Earth Observation/Technology Development,LEO,2001-10-22,Deutsches Zentrum für Luft- und Raumfahrt,Germany,Satish Dhawan Space Centre,PSLV C3
41604,BIROS (Bispectral Infrared Optical System),Germany,German Aerospace Center (DLR),Government,Earth Observation,LEO,2016-06-22,German Aerospace Center (DLR),Germany,Satish Dhawan Space Centre,PSLV XL
40968,BisonSat (Nwist Qwiqway),USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,LEO,2015-10-08,Salish Kootenai College,USA,Cape Canaveral,Atlas 5
38708,BKA 2 (BelKA 2),Belarus,National Academy of Sciences,Government,Earth Observation,LEO,2012-07-22,NPO VNIIEM,Russia,Baikonur Cosmodrome,Soyuz-Fregat
43730,BlackSky Global 1,USA,BlackSky Global,Commercial,Earth Observation,LEO,2018-11-29,Spaceflight Industries,USA,Satish Dhawan Space Centre,PSLV
43812,BlackSky Global 2,USA,BlackSky Global,Commercial,Earth Observation,LEO,2018-12-03,Spaceflight Industries,USA,Vandenberg AFB,Falcon 9
44367,BlackSky Global 3,USA,BlackSky Global,Commercial,Earth Observation,LEO,2019-06-29,Spaceflight Industries,USA,Rocket Lab Launch Complex 1,Electron
44499,BlackSky Global 4,USA,BlackSky Global,Commercial,Earth Observation,LEO,2019-08-19,Spaceflight Industries,USA,Rocket Lab Launch Complex 1,Electron
41787,BlackSky Pathfinder 1,USA,BlackSky Global,Commercial,Earth Observation,LEO,2016-09-26,Spaceflight Industries,USA,Satish Dhawan Space Centre,PSLV
42907,Blagovest-11L (Cosmos 2520),Russia,Ministry of Defense,Military/Commercial,Communications,GEO,2017-08-16,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton
43432,Blagovest-12L (Cosmos 2526),Russia,Ministry of Defense,Military/Commercial,Communications,GEO,2018-04-18,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton
43867,Blagovest-13L (Cosmos 2533),Russia,Ministry of Defense,Military/Commercial,Communications,GEO,2018-12-20,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton
44457,Blagovest-14L (Cosmos 2539),Russia,Ministry of Defense,Military/Commercial,Communications,GEO,2019-08-05,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton
44105,Bluewalker 1,Lithuania,NanoAvionics,Commercial,Technology Development,LEO,2019-04-01,NanoAvionics,Lithuania,Satish Dhawan Space Centre,PSLV
26469,Brazilsat B-4 (Brasilsat B-4),Brazil,Embratel Star One,Commercial,Communications,GEO,2000-08-17,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP
44355,"BRICSat-2 (Ballistically Reinforced Communication Satellite, Navy-Oscar-103)",USA,US Naval Academy Satellite Laboratory,Civil,Technology Development,Elliptical,2019-06-25,US Naval Academy Satellite Laboratory,USA,Cape Canaveral,Falcon Heavy
43813,BRIO ,USA,SpaceQuest,Commercial,Technology Development,LEO,2018-12-03,SpaceQuest,USA,Vandenberg AFB,Falcon 9
41591,BRISat,Indonesia,Bank Rakyat Indonesia (BRI),Commercial,Communications,GEO,2016-06-19,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
40020,BRITE-CA-1 (BRITE Toronto),Canada,"University of Toronto, Institute for Aerospace Studies",Civil,Space Science,LEO,2014-06-19,"University of Toronto, Institute for Aerospace Studies",Canada,Dombarovsky Air Base,Dnepr
39431,"BRITE-PL-1 (BRIght-star Target Explorer - Poland, Lem)",Multinational,BRITE Consortium,Government,Space Science,LEO,2013-11-21,"Space Research Center, Polish Academy of Sciences",Poland,Dombarovsky Air Base,Dnepr
40119,"BRITE-PL-2 (BRIght-star Target Explorer - Poland, Hevelius)",Multinational,BRITE Consortium,Government,Space Science,LEO,2014-08-19,"Space Research Center, Polish Academy of Sciences",Poland,Taiyuan Launch Center,CZ-4B
44495,BRO-One,France,UnseenLabs,Commercial,Earth Observation,LEO,2019-08-19,GomSpace ApS,Denmark,Rocket Lab Launch Complex 1,Electron
32019,BSAT-3A,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,2007-08-14,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
37207,BSAT-3B,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,2010-10-28,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
37776,BSAT-3C/JCSat 110-R,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Commercial,Communications,GEO,2011-08-06,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
42951,BSAT-4A,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,2017-09-29,Space Systems/Loral,USA,Guiana Space Center,Ariane 5
43014,Buccaneer RMM,Australia,Defence Science and Technology Group/University of New South Wales,Military/Civil,Technology Development,LEO,2017-11-18,Defence Science and Technology Group/University of New South Wales,Australia,Vandenberg AFB,Delta 2
44312,Bufeng-1A,China,China Academy of Space Technology (CAST),Government,Earth Observation,LEO,2019-06-05,China Academy of Space Technology (CAST),China,Yellow Sea Launch Platform,Long March 11
44314,Bufeng-1B,China,China Academy of Space Technology (CAST),Government,Earth Observation,LEO,2019-06-05,China Academy of Space Technology (CAST),China,Yellow Sea Launch Platform,Long March 11
40014,Bugsat-1 (Tita),Argentina,Satellogic S.A.,Commercial,Technology Development,LEO,2014-06-19,Satellogic S.A.,Argentina,Dombarovsky Air Base,Dnepr
42801,BulgariaSat-1,Bulgaria,Bulsatcom,Commercial,Communications,GEO,2017-06-23,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
29108,Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),France/USA,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,LEO,2006-04-28,Alcatel Alenia Space,France,Vandenberg AFB,Delta 2
32790,Can-X2 (Canadian Advanced Nanospace experiment),Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,2008-04-28,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV C9
40055,Can-X4,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,2014-06-30,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV-CA
40056,Can-X5,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,2014-06-30,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV-CA
41788,CanX-7,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,2016-09-26,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Centre,PSLV
43791,Capella-1 (Denali),USA,Capella Space,Commercial,Earth Observation,LEO,2018-12-03,Capella Space,USA,Vandenberg AFB,Falcon 9
28649,CartoSat 1 (IRS P5),India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,2005-05-05,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C6
29710,"CartoSat 2 (IRS P7, CartoSat 2AT)",India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,2007-01-10,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C7
32783,CartoSat 2A,India,Indian Space Research Organization (ISRO),Military,Earth Observation,LEO,2008-04-28,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C9
36795,CartoSat 2B,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,2010-07-12,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV
41599,CartoSat 2C,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,2016-06-22,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV XL
41948,CartoSat 2D,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,2017-02-15,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV XL
42767,CartoSat 2E,India,Indian Space Research Organization (ISRO),Government,Earth Observation,LEO,2017-06-22,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV
